,Var21,Var38,Var44,Var65,Var73,Var76,Var85,Var109,Var112,Var113,Var123,Var125,Var126,Var133,Var134,Var144,Var160,Var173,Var189,Var196,Var197,Var205,Var207,Var210,Var211,Var217,Var218,Var220,Var221,Var222,Var227,Var228,Var229,Var126_na,Var189_na
1603,212.0,553518.0,0.0,9.0,108.0,3234496.0,10.0,56.0,64.0,-993048.0,72.0,27360.0,26.0,2821680.0,380940.0,27.0,36.0,0.0,273.3267882187938,0.0,64.0,0.0,2.0,5.0,0.0,2156.0,1.0,1906.0,6.0,1380.0,1.0,19.0,2.0,0,1
1604,300.0,1148412.0,0.0,9.0,28.0,2454776.0,16.0,88.0,120.0,-35924.28,30.0,0.0,-0.05740560122613905,4040505.0,512698.0,9.0,68.0,0.0,273.3267882187938,0.0,90.0,2.0,10.0,5.0,0.0,7743.0,1.0,1724.0,4.0,1542.0,2.0,8.0,0.0,1,1
1605,84.0,0.0,0.0,9.0,148.0,473824.0,8.0,32.0,64.0,-3598.716,0.0,184050.0,4.0,104540.0,10020.0,18.0,14.0,0.0,273.3267882187938,0.0,14.0,3.0,4.0,5.0,1.0,948.0,1.0,224.0,6.0,1762.0,3.0,25.0,1.0,0,1
1606,264.0,3505002.0,0.0,9.0,68.0,1373832.0,4.0,88.0,48.0,-84316.8,144.0,1431.0,-0.05740560122613905,4615590.0,109376.0,0.0,36.0,0.0,252.0,0.0,16.0,0.0,10.0,3.0,0.0,5125.0,2.0,803.0,4.0,571.0,2.0,8.0,2.0,1,0
1607,328.0,4718352.0,0.0,9.0,36.0,2266144.0,10.0,80.0,56.0,914540.0,114.0,2214.0,12.0,4229330.0,767772.0,9.0,50.0,0.0,222.0,0.0,158.0,0.0,10.0,1.0,0.0,621.0,1.0,1887.0,4.0,1004.0,2.0,8.0,0.0,0,0
1608,56.0,19326.0,0.0,18.0,154.0,194080.0,12.0,32.0,8.0,-108148.0,6.0,65133.0,-0.05740560122613905,326445.0,125018.0,36.0,2.0,0.0,366.0,0.0,2.0,2.0,10.0,5.0,0.0,6928.0,1.0,433.0,4.0,1368.0,2.0,14.0,0.0,1,0
1609,124.0,11294580.0,0.0,18.0,126.0,113136.0,0.0,24.0,16.0,-67354.4,132.0,187272.0,-0.05740560122613905,113185.0,0.0,18.0,2.0,0.0,132.0,0.0,167.0,2.0,5.0,5.0,0.0,2772.0,1.0,1466.0,3.0,1488.0,4.0,26.0,2.0,1,0
1610,152.0,4856136.0,0.0,18.0,178.0,492400.0,6.0,24.0,8.0,8994.84,66.0,4077.0,-26.0,344730.0,1879316.0,36.0,16.0,0.0,273.3267882187938,0.0,113.0,2.0,4.0,5.0,0.0,2994.0,2.0,224.0,4.0,1762.0,3.0,26.0,2.0,0,1
1611,152.0,3885054.0,0.0,27.0,138.0,959224.0,10.0,32.0,16.0,117851.2,48.0,16038.0,-0.05740560122613905,3222715.0,990646.0,18.0,20.0,0.0,273.3267882187938,0.0,15.0,2.0,10.0,5.0,0.0,1348.0,1.0,313.0,4.0,1786.0,2.0,2.0,1.0,1,1
1612,108.0,444234.0,0.0,9.0,60.0,8656.0,4.0,8.0,16.0,-581160.0,48.0,7056.0,-26.0,489345.0,90530.0,0.0,28.0,0.0,273.3267882187938,0.0,116.0,2.0,10.0,5.0,0.0,3207.0,1.0,1943.0,4.0,2154.0,2.0,8.0,2.0,0,1
1613,288.0,455580.0,0.0,9.0,88.0,1790960.0,22.0,96.0,80.0,-1167404.0,114.0,44271.0,-20.0,1922120.0,324678.0,0.0,32.0,0.0,273.3267882187938,0.0,158.0,2.0,9.0,5.0,1.0,2572.0,1.0,1359.0,6.0,413.0,1.0,29.0,2.0,0,1
1614,0.0,0.0,0.0,9.0,54.0,0.0,0.0,61.575502571295,0.0,0.0,0.0,48330.0,30.0,0.0,0.0,0.0,0.0,0.0,273.3267882187938,0.0,136.0,3.0,10.0,5.0,0.0,8006.0,2.0,701.0,4.0,1103.0,2.0,8.0,1.0,0,1
1615,136.0,6177780.0,0.0,18.0,90.0,2707640.0,0.0,40.0,40.0,408152.0,78.0,13194.0,-22.0,3106375.0,475214.0,27.0,16.0,0.0,273.3267882187938,0.0,90.0,2.0,9.0,5.0,1.0,1703.0,1.0,1359.0,6.0,413.0,1.0,29.0,2.0,0,1
1616,136.0,1096206.0,0.0,18.0,108.0,44088.0,10.0,32.0,64.0,-44532.0,60.0,25794.0,60.0,34290.0,96836.0,0.0,6.0,0.0,273.3267882187938,0.0,85.0,3.0,10.0,5.0,0.0,4126.0,2.0,176.0,4.0,332.0,2.0,8.0,2.0,0,1
1617,144.0,5247870.0,0.0,9.0,78.0,20424.0,2.0,24.0,16.0,77357.6,78.0,160911.0,-0.05740560122613905,303415.0,349034.0,0.0,22.0,0.0,273.3267882187938,0.0,158.0,2.0,10.0,5.0,0.0,3912.0,2.0,1220.0,4.0,2120.0,2.0,8.0,1.0,1,1
1618,216.0,4421856.0,0.0,18.0,38.0,2035048.0,4.0,56.0,64.0,-136755.6,78.0,3258.0,-28.0,1904685.0,935162.0,9.0,20.0,0.0,222.0,0.0,191.0,2.0,10.0,5.0,0.0,3658.0,2.0,8.0,4.0,85.0,2.0,8.0,0.0,0,0
1619,116.0,0.0,0.0,9.0,144.0,37568.0,0.0,24.0,32.0,-14603.72,0.0,27432.0,6.0,93700.0,4348.0,18.0,48.0,0.0,378.0,0.0,91.0,2.0,10.0,5.0,0.0,7875.0,2.0,1220.0,4.0,2120.0,2.0,2.0,2.0,0,0
1620,132.0,4752072.0,0.0,9.0,54.0,3168048.0,0.0,32.0,40.0,139793.2,60.0,107037.0,30.0,3564055.0,950414.0,18.0,18.0,0.0,324.0,0.0,158.0,2.0,10.0,5.0,0.0,7404.0,1.0,2075.0,4.0,989.0,2.0,8.0,0.0,0,0
1621,576.0,6319020.0,0.0,9.0,14.0,2032264.0,10.0,64.0,168.0,-55023.2,120.0,0.0,4.0,2520135.0,372048.0,0.0,98.0,0.0,273.3267882187938,0.0,158.0,0.0,10.0,5.0,0.0,5172.0,2.0,886.0,4.0,665.0,2.0,8.0,0.0,0,1
1622,812.0,251502.0,0.0,9.0,128.0,486296.0,24.0,200.0,320.0,-52607.2,150.0,684.0,-0.05740560122613905,815895.0,82060.0,18.0,182.0,0.0,372.0,0.0,129.0,2.0,10.0,5.0,0.0,3916.0,2.0,1279.0,4.0,2132.0,2.0,2.0,0.0,1,0
1623,200.0,1400646.0,0.0,9.0,58.0,1382400.0,8.0,32.0,16.0,-3054.284,54.0,21969.0,-8.0,2997775.0,1782754.0,27.0,44.0,0.0,330.0,0.0,18.0,2.0,10.0,3.0,0.0,8262.0,2.0,312.0,4.0,847.0,2.0,8.0,2.0,0,0
1624,272.0,2584140.0,0.0,9.0,60.0,2241088.0,8.0,80.0,56.0,106010.8,138.0,21186.0,10.0,4039750.0,1017254.0,27.0,36.0,0.0,273.3267882187938,0.0,15.0,2.0,10.0,5.0,0.0,5869.0,2.0,1687.0,4.0,1548.0,2.0,8.0,1.0,0,1
1625,104.0,79122.0,0.0,27.0,132.0,151072.0,8.0,64.0,96.0,-815920.0,18.0,396.0,4.0,199090.0,370.0,0.0,12.0,0.0,354.0,0.0,174.0,2.0,10.0,5.0,0.0,4589.0,2.0,2678.0,4.0,1394.0,2.0,2.0,2.0,0,0
1626,244.0,1032240.0,0.0,9.0,98.0,4435536.0,0.0,64.0,56.0,81105.6,138.0,73557.0,-28.0,7524500.0,444908.0,18.0,38.0,0.0,360.0,0.0,158.0,2.0,10.0,5.0,0.0,6434.0,1.0,2725.0,4.0,1570.0,2.0,8.0,1.0,0,0
1627,124.0,366030.0,0.0,9.0,16.0,633688.0,2.0,24.0,8.0,-97788.8,24.0,0.0,4.0,6943150.0,159300.0,0.0,30.0,0.0,273.3267882187938,0.0,54.0,2.0,10.0,5.0,0.0,168.0,2.0,1205.0,4.0,642.0,2.0,8.0,0.0,0,1
1628,156.0,3906972.0,0.0,9.0,130.0,2751896.0,4.0,40.0,40.0,346908.8,66.0,100107.0,-30.0,4065750.0,883694.0,18.0,22.0,0.0,318.0,0.0,158.0,0.0,10.0,5.0,0.0,44.0,1.0,1044.0,4.0,1663.0,2.0,2.0,1.0,0,0
1629,64.0,3801708.0,0.0,9.0,18.0,691160.0,2.0,8.0,8.0,-910044.0,48.0,0.0,-8.0,1905750.0,0.0,0.0,10.0,0.0,273.3267882187938,0.0,158.0,0.0,10.0,3.0,0.0,1386.0,2.0,243.0,4.0,2218.0,2.0,8.0,0.0,0,1
1630,128.0,9986880.0,0.0,27.0,60.0,0.0,0.0,32.0,0.0,109521.2,120.0,2619.0,-30.0,1179750.0,0.0,18.0,6.0,0.0,273.3267882187938,0.0,158.0,0.0,10.0,5.0,0.0,1450.0,1.0,1704.0,4.0,353.0,2.0,8.0,0.0,0,1
1631,156.0,4400592.0,0.0,9.0,152.0,2356464.0,2.0,40.0,32.0,154360.4,72.0,27729.0,6.0,4451965.0,475218.0,36.0,26.0,0.0,273.3267882187938,0.0,64.0,2.0,4.0,5.0,0.0,2521.0,1.0,224.0,6.0,1762.0,3.0,14.0,0.0,0,1
1632,8.0,0.0,0.0,18.0,62.0,0.0,4.0,16.0,0.0,-8635.16,0.0,136521.0,-26.0,0.0,0.0,0.0,0.0,0.0,273.3267882187938,0.0,105.0,2.0,10.0,5.0,0.0,4963.0,1.0,1269.0,4.0,566.0,2.0,8.0,1.0,0,1
1633,0.0,0.0,0.0,9.0,64.0,0.0,0.0,61.575502571295,0.0,-1099640.0,0.0,53640.0,-0.05740560122613905,0.0,0.0,18.0,0.0,0.0,156.0,0.0,149.0,3.0,4.0,5.0,0.0,5901.0,1.0,2507.0,2.0,290.0,6.0,16.0,2.0,1,0
1634,120.0,0.0,0.0,18.0,76.0,5529600.0,0.0,32.0,64.0,498944.0,0.0,98469.0,-0.05740560122613905,9504000.0,0.0,18.0,44.0,0.0,216.0,0.0,111.0,3.0,10.0,5.0,0.0,3007.0,0.0,1118.0,4.0,47.0,2.0,8.0,0.0,1,0
1635,140.0,6625560.0,0.0,72.0,42.0,691200.0,2.0,40.0,8.0,-30408.72,78.0,297.0,-0.05740560122613905,1510615.0,691200.0,18.0,14.0,0.0,273.3267882187938,3.0,48.0,0.0,10.0,5.0,0.0,1515.0,1.0,1351.0,4.0,1213.0,2.0,8.0,0.0,1,1
1636,100.0,7626.0,0.0,9.0,56.0,38072.0,2.0,16.0,24.0,-156594.8,12.0,19665.0,32.0,172640.0,18368.0,0.0,36.0,0.0,273.3267882187938,0.0,64.0,2.0,10.0,5.0,0.0,1855.0,1.0,1077.0,4.0,723.0,2.0,8.0,2.0,0,1
1637,72.0,0.0,0.0,18.0,80.0,909488.0,4.0,40.0,64.0,-14384.28,0.0,26352.0,-0.05740560122613905,228985.0,130398.0,9.0,2.0,0.0,330.0,0.0,142.0,2.0,4.0,5.0,0.0,5013.0,2.0,1841.0,6.0,1101.0,3.0,11.0,1.0,1,0
1638,308.0,913236.0,0.0,9.0,86.0,1648944.0,22.0,64.0,104.0,-81459.6,54.0,70623.0,-0.05740560122613905,2670795.0,178086.0,9.0,52.0,0.0,273.3267882187938,0.0,158.0,2.0,9.0,5.0,0.0,1045.0,2.0,1359.0,6.0,413.0,1.0,29.0,1.0,1,1
1639,356.0,434658.0,0.0,9.0,34.0,1807968.0,12.0,120.0,160.0,-76447.6,162.0,7191.0,10.0,90420.0,484838.0,0.0,14.0,0.0,276.0,0.0,2.0,2.0,10.0,5.0,0.0,4059.0,2.0,1824.0,4.0,2647.0,2.0,8.0,0.0,0,0
1640,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,10.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-1298012.0,62.14946224636878,26720.4071372461,-30.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,2.0,2.0,10.0,5.0,0.0,5855.0,1.0,2258.0,4.0,575.0,2.0,8.0,0.0,0,1
1641,4.0,0.0,0.0,9.0,38.0,20352.0,0.0,0.0,8.0,-2436.856,0.0,43425.0,14.0,0.0,0.0,0.0,0.0,0.0,273.3267882187938,0.0,17.0,0.0,10.0,5.0,0.0,644.0,1.0,1393.0,4.0,1127.0,2.0,8.0,0.0,0,1
1642,400.0,522600.0,0.0,9.0,46.0,3649824.0,20.0,80.0,136.0,-74948.8,24.0,37971.0,22.0,6137800.0,354272.0,0.0,86.0,0.0,273.3267882187938,0.0,64.0,0.0,10.0,5.0,0.0,3374.0,1.0,2715.0,4.0,1783.0,2.0,8.0,1.0,0,1
1643,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,4.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-2630808.0,62.14946224636878,26720.4071372461,-20.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,187.0,0.0,10.0,5.0,1.0,5792.0,1.0,125.0,4.0,1209.0,2.0,8.0,0.0,0,1
1644,128.0,1928388.0,0.0,9.0,42.0,2764800.0,8.0,32.0,32.0,139337.6,24.0,135225.0,18.0,5505050.0,1036800.0,0.0,28.0,0.0,336.0,0.0,59.0,2.0,8.0,5.0,0.0,4948.0,1.0,1341.0,6.0,1988.0,1.0,13.0,0.0,0,0
1645,312.0,7152060.0,0.0,27.0,34.0,3309776.0,2.0,56.0,80.0,41179.6,126.0,13743.0,4.0,2651590.0,516608.0,18.0,66.0,0.0,273.3267882187938,0.0,38.0,2.0,10.0,5.0,0.0,4292.0,2.0,656.0,4.0,2230.0,2.0,8.0,0.0,0,1
1646,5964.0,7615140.0,0.0,18.0,64.0,226336.0,6.0,168.0,136.0,666072.0,1680.0,144.0,40.0,1392445.0,955854.0,9.0,1278.0,0.0,273.3267882187938,0.0,146.0,2.0,9.0,5.0,0.0,2886.0,2.0,1359.0,6.0,413.0,1.0,29.0,0.0,0,1
1647,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,8.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-909332.0,62.14946224636878,26720.4071372461,4.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,360.0,0.0,158.0,2.0,10.0,5.0,0.0,6270.0,1.0,2696.0,4.0,460.0,2.0,8.0,0.0,0,0
1648,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,8.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-1291128.0,62.14946224636878,26720.4071372461,-0.05740560122613905,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,390.0,0.0,173.0,0.0,4.0,5.0,0.0,5824.0,2.0,472.0,4.0,2418.0,3.0,8.0,0.0,1,0
1649,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,8.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-1082640.0,62.14946224636878,26720.4071372461,-16.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,90.0,2.0,10.0,5.0,1.0,5594.0,1.0,2275.0,4.0,1207.0,2.0,8.0,0.0,0,1
1650,100.0,0.0,0.0,9.0,88.0,128128.0,2.0,8.0,72.0,-131048.0,0.0,19539.0,-0.05740560122613905,38730.0,43350.0,9.0,6.0,0.0,273.3267882187938,0.0,196.0,2.0,9.0,5.0,0.0,4171.0,2.0,1359.0,6.0,413.0,1.0,29.0,1.0,1,1
1651,84.0,5684856.0,0.0,9.0,14.0,0.0,0.0,16.0,0.0,-425124.0,66.0,0.0,-12.0,44215.0,0.0,0.0,12.0,0.0,273.3267882187938,0.0,15.0,2.0,10.0,5.0,1.0,5367.0,1.0,1553.0,4.0,2245.0,2.0,8.0,0.0,0,1
1652,640.0,5415972.0,0.0,9.0,36.0,4146688.0,166.0,168.0,96.0,178592.0,102.0,679257.0,-20.0,4357575.0,154788.0,18.0,38.0,0.0,273.3267882187938,0.0,90.0,2.0,10.0,5.0,1.0,380.0,2.0,1097.0,4.0,2056.0,2.0,8.0,0.0,0,1
1653,524.0,537804.0,0.0,9.0,58.0,517104.0,20.0,128.0,136.0,105349.6,132.0,1197.0,32.0,694305.0,493798.0,0.0,78.0,0.0,273.3267882187938,0.0,115.0,0.0,7.0,5.0,0.0,3945.0,1.0,581.0,0.0,2735.0,0.0,29.0,0.0,0,1
1654,237.15696174127677,1614834.0,0.0,9.0,32.0,1476552.0,388.0,2000.0,2928.0,-1465288.0,846.0,171.0,-20.0,1083315.0,159062.0,11.660720296196567,1304.0,0.0,273.3267882187938,0.0,87.0,2.0,10.0,5.0,1.0,5066.0,1.0,1507.0,4.0,178.0,2.0,8.0,0.0,0,1
1655,32.0,0.0,0.0,9.0,42.0,173288.0,4.0,24.0,8.0,-186036.4,0.0,68148.0,-0.05740560122613905,269225.0,148626.0,9.0,6.0,0.0,246.0,0.0,196.0,2.0,10.0,5.0,0.0,5028.0,2.0,2600.0,4.0,198.0,2.0,8.0,0.0,1,0
1656,432.0,127572.0,0.0,9.0,38.0,491808.0,18.0,128.0,160.0,-1531640.0,84.0,11700.0,-20.0,1246160.0,139310.0,0.0,84.0,0.0,273.3267882187938,0.0,158.0,2.0,10.0,5.0,1.0,516.0,1.0,2305.0,4.0,1586.0,2.0,8.0,0.0,0,1
1657,152.0,5045526.0,0.0,9.0,48.0,3005040.0,6.0,32.0,56.0,-87631.6,66.0,3933.0,-8.0,4901965.0,453668.0,0.0,24.0,2.0,210.0,0.0,21.0,2.0,10.0,3.0,0.0,7958.0,2.0,1805.0,4.0,1994.0,2.0,8.0,0.0,0,0
1658,232.0,8220960.0,0.0,27.0,40.0,464624.0,6.0,48.0,24.0,155429.2,114.0,495.0,-0.05740560122613905,1500020.0,354882.0,0.0,28.0,0.0,273.3267882187938,0.0,2.0,1.0,4.0,5.0,0.0,1564.0,2.0,1004.0,4.0,1493.0,3.0,7.0,0.0,1,1
1659,120.0,4665600.0,0.0,63.0,194.0,3212184.0,0.0,24.0,40.0,138468.4,54.0,62208.0,-22.0,6014100.0,0.0,18.0,28.0,0.0,273.3267882187938,0.0,103.0,2.0,4.0,5.0,1.0,7572.0,1.0,224.0,6.0,1762.0,3.0,25.0,1.0,0,1
1660,0.0,0.0,0.0,36.0,80.0,0.0,0.0,61.575502571295,0.0,-136224.0,0.0,72585.0,-18.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,114.0,2.0,3.0,5.0,1.0,679.0,2.0,863.0,6.0,1651.0,1.0,29.0,2.0,0,0
1661,148.0,1616328.0,0.0,9.0,16.0,2203208.0,6.0,40.0,32.0,63266.0,24.0,0.0,4.0,4489735.0,1187010.0,0.0,26.0,0.0,273.3267882187938,0.0,189.0,0.0,10.0,5.0,0.0,6741.0,2.0,1164.0,4.0,805.0,2.0,8.0,0.0,0,1
1662,136.0,1111566.0,0.0,9.0,26.0,4405456.0,2.0,40.0,64.0,215529.6,24.0,0.0,-28.0,7344000.0,556274.0,18.0,34.0,0.0,273.3267882187938,0.0,94.0,2.0,10.0,5.0,0.0,3138.0,1.0,1998.0,4.0,1366.0,2.0,8.0,0.0,0,1
1663,208.0,4999092.0,0.0,18.0,36.0,0.0,8.0,32.0,0.0,225723.6,66.0,20961.0,12.0,3076040.0,732072.0,0.0,42.0,0.0,273.3267882187938,0.0,194.0,2.0,10.0,5.0,0.0,6437.0,2.0,2149.0,4.0,1322.0,2.0,8.0,0.0,0,1
1664,148.0,2805342.0,0.0,18.0,34.0,2073600.0,4.0,24.0,24.0,350152.8,48.0,243.0,-30.0,4540705.0,700990.0,0.0,30.0,0.0,306.0,0.0,2.0,0.0,10.0,5.0,0.0,8237.0,2.0,325.0,4.0,351.0,2.0,8.0,0.0,0,0
1665,136.0,2851386.0,0.0,36.0,30.0,2534544.0,4.0,32.0,32.0,94967.6,36.0,17541.0,-24.0,5130600.0,543750.0,0.0,26.0,0.0,273.3267882187938,0.0,22.0,0.0,10.0,5.0,1.0,7803.0,1.0,244.0,4.0,153.0,2.0,8.0,0.0,0,1
1666,1948.0,6754500.0,0.0,18.0,80.0,34128.0,8.0,32.0,536.0,195841.2,324.0,45324.0,32.0,0.0,1411344.0,0.0,0.0,0.0,210.0,0.0,87.0,2.0,10.0,5.0,0.0,6111.0,1.0,499.0,4.0,13.0,2.0,8.0,0.0,0,0
1667,248.0,2752308.0,0.0,9.0,162.0,4183752.0,0.0,40.0,56.0,123577.2,42.0,21285.0,-28.0,6036550.0,608668.0,27.0,44.0,0.0,273.3267882187938,0.0,194.0,0.0,4.0,5.0,0.0,6467.0,1.0,224.0,6.0,1762.0,3.0,25.0,1.0,0,1
1668,160.0,0.0,0.0,18.0,152.0,30376.0,6.0,64.0,104.0,-120473.6,0.0,7659.0,-0.05740560122613905,22255.0,33390.0,18.0,8.0,0.0,318.0,0.0,15.0,2.0,10.0,5.0,0.0,143.0,2.0,1775.0,4.0,58.0,2.0,2.0,2.0,1,0
1669,144.0,3846558.0,0.0,9.0,58.0,2380456.0,8.0,32.0,32.0,-96096.8,60.0,216.0,34.0,4719240.0,795398.0,27.0,24.0,0.0,342.0,0.0,161.0,0.0,10.0,5.0,0.0,7089.0,1.0,1117.0,4.0,458.0,2.0,8.0,2.0,0,0
1670,168.0,281982.0,0.0,27.0,88.0,1361176.0,4.0,48.0,72.0,-141387.2,18.0,48528.0,-0.05740560122613905,587040.0,271152.0,0.0,16.0,0.0,312.0,0.0,15.0,2.0,10.0,5.0,0.0,1960.0,1.0,606.0,4.0,2297.0,2.0,8.0,1.0,1,0
1671,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,10.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,0.0,62.14946224636878,26720.4071372461,-14.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,354.0,0.0,92.0,0.0,10.0,4.0,1.0,3007.0,0.0,877.0,4.0,1137.0,2.0,8.0,0.0,0,0
1672,168.0,69858.0,0.0,9.0,80.0,403232.0,14.0,56.0,64.0,192744.0,24.0,5310.0,16.0,590770.0,400426.0,18.0,16.0,0.0,273.3267882187938,0.0,6.0,0.0,8.0,5.0,0.0,2727.0,2.0,1341.0,6.0,1988.0,1.0,13.0,1.0,0,1
1673,44.0,1002.0,0.0,9.0,126.0,251472.0,4.0,24.0,32.0,186406.0,6.0,92196.0,-0.05740560122613905,467515.0,0.0,9.0,8.0,0.0,366.0,0.0,18.0,2.0,10.0,3.0,0.0,6563.0,2.0,2453.0,4.0,2759.0,2.0,2.0,1.0,1,0
1674,132.0,11267640.0,0.0,27.0,148.0,129064.0,0.0,32.0,8.0,156686.8,132.0,25596.0,-10.0,30545.0,85904.0,54.0,2.0,0.0,294.0,0.0,73.0,2.0,10.0,3.0,0.0,6178.0,2.0,1423.0,4.0,2504.0,2.0,2.0,2.0,0,0
1675,112.0,0.0,0.0,9.0,54.0,71928.0,2.0,40.0,40.0,20682.72,0.0,6912.0,28.0,91110.0,10634.0,0.0,30.0,0.0,273.3267882187938,0.0,32.0,0.0,10.0,5.0,0.0,7331.0,2.0,1191.0,4.0,1215.0,2.0,8.0,2.0,0,1
1676,144.0,455184.0,0.0,9.0,66.0,4838400.0,4.0,32.0,56.0,71922.4,24.0,184815.0,-0.05740560122613905,5217600.0,1385728.0,0.0,26.0,0.0,324.0,0.0,119.0,2.0,10.0,5.0,0.0,812.0,1.0,374.0,4.0,411.0,2.0,8.0,2.0,1,0
1677,164.0,24492.0,0.0,9.0,28.0,3456000.0,4.0,32.0,40.0,-221937.2,24.0,0.0,-30.0,5841550.0,47644.0,18.0,44.0,0.0,264.0,0.0,64.0,2.0,10.0,5.0,0.0,2323.0,1.0,169.0,4.0,845.0,2.0,8.0,0.0,0,0
1678,32.0,0.0,0.0,9.0,62.0,0.0,0.0,8.0,0.0,317466.0,0.0,11619.0,-30.0,535.0,4653700.0,27.0,2.0,0.0,234.0,0.0,142.0,0.0,4.0,5.0,0.0,2513.0,2.0,2015.0,2.0,83.0,6.0,16.0,2.0,0,0
1679,128.0,0.0,0.0,9.0,28.0,1382400.0,12.0,32.0,16.0,256199.6,0.0,0.0,4.0,3406025.0,2419200.0,9.0,18.0,0.0,273.3267882187938,0.0,2.0,3.0,10.0,5.0,0.0,5830.0,2.0,9.0,4.0,250.0,2.0,8.0,0.0,0,1
1680,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,10.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-143272.0,62.14946224636878,26720.4071372461,-16.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,390.0,0.0,193.0,2.0,10.0,5.0,1.0,7254.0,1.0,2633.0,4.0,1024.0,2.0,8.0,0.0,0,0
1681,132.0,3779058.0,0.0,9.0,32.0,3960352.0,0.0,32.0,48.0,105749.2,48.0,1503.0,4.0,6568350.0,0.0,9.0,34.0,0.0,273.3267882187938,0.0,133.0,1.0,5.0,5.0,0.0,2315.0,2.0,2714.0,3.0,2185.0,4.0,8.0,0.0,0,1
1682,416.0,1586646.0,0.0,9.0,54.0,3657176.0,16.0,88.0,112.0,152100.8,156.0,478692.0,30.0,6427800.0,365316.0,9.0,42.0,0.0,282.0,0.0,170.0,0.0,10.0,1.0,0.0,7204.0,2.0,421.0,4.0,699.0,2.0,8.0,1.0,0,0
1683,128.0,0.0,0.0,9.0,52.0,5529648.0,2.0,32.0,64.0,76254.4,0.0,100863.0,-20.0,8077950.0,349328.0,18.0,38.0,0.0,273.3267882187938,0.0,192.0,2.0,10.0,5.0,1.0,2224.0,1.0,422.0,4.0,703.0,2.0,8.0,2.0,0,1
1684,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,10.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-1244388.0,62.14946224636878,26720.4071372461,-18.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,123.0,2.0,10.0,5.0,1.0,3179.0,1.0,593.0,4.0,2694.0,2.0,8.0,0.0,0,1
1685,324.0,10194.0,0.0,9.0,130.0,114904.0,20.0,96.0,96.0,-22568.56,24.0,9405.0,-0.05740560122613905,292725.0,53836.0,9.0,50.0,0.0,342.0,0.0,103.0,2.0,10.0,5.0,0.0,1562.0,2.0,207.0,4.0,1226.0,2.0,2.0,2.0,1,0
1686,280.0,48666.0,0.0,27.0,102.0,124536.0,12.0,80.0,72.0,18507.44,24.0,35442.0,4.0,234080.0,33486.0,27.0,76.0,0.0,240.0,0.0,2.0,2.0,10.0,5.0,0.0,7425.0,2.0,2389.0,4.0,534.0,2.0,8.0,1.0,0,0
1687,237.15696174127677,2542855.7024060315,0.17063976050559929,14.98720682302772,8.0,1469236.5344273201,8.603614591418117,61.575502571295,66.41268433307462,-483828.0,62.14946224636878,26720.4071372461,-16.0,2280445.402483646,437493.0191817275,11.660720296196567,39.23006985253354,0.007983146690320434,273.3267882187938,0.0,15.0,2.0,4.0,5.0,1.0,4814.0,1.0,472.0,4.0,2418.0,3.0,8.0,0.0,0,1
1688,0.0,0.0,0.0,9.0,60.0,0.0,0.0,61.575502571295,0.0,0.0,0.0,28242.0,36.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,103.0,3.0,10.0,5.0,0.0,5047.0,1.0,2389.0,4.0,534.0,2.0,8.0,0.0,0,0
1689,264.0,0.0,0.0,9.0,34.0,272064.0,2.0,40.0,104.0,21422.84,0.0,2412.0,-0.05740560122613905,357610.0,26440.0,0.0,86.0,0.0,504.0,0.0,158.0,0.0,8.0,5.0,0.0,6432.0,2.0,129.0,6.0,762.0,1.0,7.0,0.0,1,0
